song_1,song_2,similarity
0,11,0.9998100965808338
0,12,0.9999624834751307
0,23,0.9998034670733642
0,25,0.9999426347999867
0,28,0.9999527174084601
0,30,0.9999221441240496
0,46,0.9997752675182974
0,47,0.9998586143784641
0,50,0.9999060636152085
0,51,0.99992790631992
0,53,0.999959243623738
0,73,0.9998638246204639
0,79,0.9999458147018614
0,81,0.9999654420369901
0,83,0.9998879919263671
0,84,0.9998031416004357
0,90,0.9998916755774699
0,91,0.9998398968843198
0,95,0.9997891136081014
0,105,0.9997619940366853
0,107,0.9997568045133871
0,111,0.9997876503946774
0,114,0.999831356633734
0,121,0.9999862361227405
0,131,0.9998176995551642
0,140,0.9997975693675265
0,151,0.999825637722506
0,165,0.9998321278487013
0,168,0.9999640935952699
0,173,0.9999744716698614
0,179,0.9998280211955903
0,181,0.9997634744920383
0,182,0.9999230891630986
0,200,0.999923245782783
0,212,0.9999082811555804
0,214,0.9997843855205938
0,215,0.9998334139901917
0,222,0.9997727292551545
0,231,0.9999267087493242
0,232,0.9997702199560045
0,235,0.9998141383122956
0,236,0.9997968515169741
0,240,0.999880443600275
0,259,0.9997997194142297
0,262,0.9997966397474718
0,265,0.9997660548499736
0,272,0.9998959164243687
0,309,0.99982668891986
0,313,0.999765376966899
0,319,0.9999087266114103
0,327,0.9998143065694887
0,332,0.9998442448253451
0,333,0.9997561703934327
0,336,0.9999747958060615
0,339,0.9998835570112071
0,346,0.9998410856815138
0,356,0.9998271082038876
0,358,0.9998587202331141
0,365,0.9999637818740537
0,373,0.9998867025781512
0,384,0.9998043154966342
0,386,0.9997768490823719
0,393,0.9998034670733642
0,394,0.9999426347999867
0,402,0.9999215334667938
0,406,0.9999650399452168
0,407,0.9997712326628436
0,410,0.9998829167225455
0,415,0.999817423498985
0,417,0.9998685135875856
0,418,0.9998267603868014
0,420,0.9999087808485577
0,425,0.99987029957588
0,432,0.999947657735991
0,433,0.999910500614155
0,435,0.9997688819353625
0,436,0.9999658161414411
0,437,0.9998114331562554
0,440,0.9998027351853248
0,441,0.999961501297396
0,443,0.9997620426647859
0,455,0.9997690050590509
0,457,0.999922528865359
0,458,0.9998141818123317
0,463,0.9997846652213634
0,473,0.9998482090704368
0,477,0.9997902050260766
0,483,0.9999398234193462
0,499,0.9999084356294682
0,504,0.9998179071225134
0,512,0.999893135812751
0,528,0.9999225379031125
0,534,0.9999440481363512
0,549,0.9998816135968873
0,558,0.9999058234740209
0,559,0.9997584410483829
0,564,0.9999249824497588
0,579,0.999828106687444
0,581,0.9998111045489796
0,594,0.9997676185752548
0,598,0.999787927236364
0,601,0.9998803053091747
0,602,0.9999319456415859
0,610,0.9999161782551741
0,616,0.9998800904142779
0,617,0.9999174807836363
0,629,0.9998757021829898
0,631,0.9998774623505388
0,645,0.9998744738657935
0,651,0.9997727292551545
0,654,0.9999315617594519
0,674,0.9999058252183264
0,680,0.9998927434026568
0,683,0.9998316006878294
0,703,0.9998755665401209
0,706,0.9998069696919283
0,713,0.9999533997586038
0,714,0.999899957864587
0,715,0.9998017391393381
0,717,0.9998024459704752
0,718,0.999954782084685
0,731,0.9998628563252704
0,733,0.9997925951537965
0,737,0.9997925951537965
0,738,0.9999429277698911
0,742,0.9998380004455893
0,748,0.9999397837531554
0,750,0.9997937181499759
0,751,0.9998327706999299
0,753,0.9997669840213999
0,763,0.9998793456085643
0,765,0.9998987704074359
0,769,0.9999163501488006
0,770,0.9997853187521057
0,773,0.9998944684880209
0,774,0.9998656622817864
0,806,0.9999100062111841
0,818,0.9997615273717876
0,824,0.9998953916494132
0,827,0.9997864272939554
0,828,0.9997777608398449
0,838,0.9999505263193759
0,861,0.9997986971807636
0,869,0.9997621682671444
0,875,0.9998248228005634
0,876,0.9999144177390932
0,879,0.9998116559822601
0,880,0.9997992792584764
0,886,0.9999282365811852
0,890,0.9998754852115186
0,893,0.9999408517279386
0,896,0.999841560924471
0,898,0.9999116184152614
0,899,0.9999568243204259
0,900,0.9999003964631697
0,901,0.9999562204005366
0,902,0.9997561399606467
0,912,0.999936565513346
0,915,0.9998045685964996
0,920,0.9998135159149358
0,923,0.9998614206417195
0,927,0.999937599138633
0,928,0.9997887794198129
0,931,0.9997712375120001
0,934,0.9997950045895994
0,935,0.9999186650789239
0,937,0.9997925951537965
0,941,0.9998449423541528
0,952,0.9998500447066032
0,962,0.9997642627018803
0,966,0.9998194068161694
0,969,0.9997680258164098
0,973,0.9998264073984009
0,976,0.9999477525792119
0,977,0.9998623922502241
0,978,0.999837392911408
0,991,0.9999612399585012
0,992,0.9999702703545252
0,999,0.9999448781753557
0,1019,0.9998394739683131
0,1032,0.9998459667377555
0,1037,0.9998922583952692
0,1039,0.9999629104186352
0,1041,0.9998135038893832
0,1054,0.9998344871876783
0,1078,0.9998242449726182
0,1112,0.9999412199305148
0,1113,0.9998870903177497
0,1117,0.9999078659781584
0,1119,0.9999708076665139
0,1120,0.9998078652950577
0,1121,0.9998392639221485
0,1125,0.9999147276193208
0,1130,0.9997719577476714
0,1139,0.9997962561964943
0,1149,0.999890009337811
0,1151,0.9998009282908914
0,1154,0.9999561818083064
0,1159,0.9998990530406329
0,1162,0.9998770892748974
0,1168,0.9998153740971805
0,1176,0.9997878005811764
0,1182,0.9997667685702072
0,1186,0.9998175247508481
0,1189,0.9999653165605384
1,26,0.9998321957156981
1,54,0.9999150267524963
1,61,0.9997760603067694
1,89,0.9998452063979666
1,93,0.9997577160764904
1,98,0.9999055146186502
1,102,0.9999307763298205
1,106,0.9998119965189943
1,108,0.9998291167467074
1,116,0.9998144205740976
1,123,0.9998999442024509
1,146,0.9998191896528591
1,162,0.99978482699533
1,167,0.9999348977764841
1,172,0.9997634587577622
1,180,0.9998685589569464
1,190,0.9998359516141614
1,192,0.9998438418479229
1,216,0.9998823993563886
1,228,0.9998491493225702
1,239,0.9998963478266523
1,247,0.9998107064358441
1,251,0.9998942060872034
1,263,0.9999393980462689
1,268,0.9998704687103825
1,307,0.9997812626886502
1,328,0.999981708175949
1,354,0.9998898165586919
1,368,0.9999182212770173
1,370,0.9998940748188706
1,372,0.9998728286858647
1,374,0.999886656450237
1,375,0.999941184671836
1,376,0.9999402277008336
1,385,0.9998721401724193
1,388,0.9998582884058053
1,398,0.9999298373402568
1,411,0.9998475782402702
1,423,0.999798165739799
1,460,0.9998981288567556
1,479,0.999776908929586
1,502,0.9998670632537175
1,510,0.9998369294700432
1,524,0.9998469333701281
1,526,0.999901848725061
1,533,0.9997630056410662
1,562,0.9998335465628179
1,584,0.9998926605442163
1,596,0.9999300284821339
1,608,0.9999000445872198
1,609,0.9998196188620461
1,622,0.9999374435521419
1,623,0.9997681201325967
1,624,0.9998450521131413
1,638,0.9999574306833744
1,655,0.9997593131081073
1,689,0.9998482135862606
1,691,0.9997611113977084
1,701,0.999853663222393
1,712,0.9999057193556717
1,724,0.9997919925156376
1,727,0.9997919925156376
1,730,0.9997919925156376
1,745,0.9999606454652423
1,747,0.9999606454652423
1,781,0.9999060186925066
1,785,0.999933189017159
1,790,0.9998067344441871
1,796,0.9999235214113354
1,797,0.9997717813825869
1,798,0.9997709908747855
1,799,0.999911646126606
1,800,0.9997558455571064
1,809,0.9998783243653988
1,816,0.9999380752854957
1,821,0.9998985512459556
1,829,0.9998472516915987
1,830,0.999803500108978
1,845,0.999822156167834
1,849,0.9997881520864553
1,858,0.9998585061072605
1,859,0.9999309555345708
1,865,0.9999810419193126
1,868,0.9999475369192949
1,874,0.9999482429799567
1,882,0.9997564827979897
1,891,0.999931958698895
1,894,0.9999245537996279
1,902,0.9997687123909114
1,921,0.999793445759442
1,924,0.9997732153751737
1,936,0.9997904868704548
1,951,0.9997781451886442
1,955,0.99988352060075
1,958,0.9997779888148114
1,974,0.9998898688989393
1,979,0.9998131754487117
1,986,0.9999094449904976
1,998,0.999921741837036
1,1001,0.9997653370562907
1,1012,0.9998785890930112
1,1016,0.999876789082231
1,1043,0.9998904615164134
1,1049,0.9998587744045028
1,1069,0.99988389906526
1,1076,0.9999513937619925
1,1083,0.999888480634607
1,1084,0.9999921636995085
1,1094,0.9998955637175276
1,1114,0.9997900405590496
1,1124,0.9997601148483369
1,1129,0.9998844142424864
1,1137,0.9998202815585695
1,1141,0.9998210404942272
1,1170,0.9998037005947273
1,1173,0.9998997271700788
2,13,0.99993518869813
2,16,0.9998066745471188
2,20,0.9999362763901721
2,22,0.9999499228406331
2,24,0.9998075604786104
2,36,0.9999362763901721
2,38,0.9999499228406331
2,39,0.9999409801137794
2,44,0.9999361552478014
2,46,0.9998394106392283
2,47,0.999913861151007
2,62,0.9999380395462544
2,67,0.9997561617392874
2,71,0.999784570989861
2,73,0.9998534743502643
2,91,0.9997742929162641
2,95,0.9998490152556002
2,107,0.9999030685312734
2,112,0.9999009496048633
2,115,0.9998961667147606
2,117,0.9998919963867896
2,127,0.9998792360943765
2,131,0.9998672427948678
2,152,0.999892262523743
2,157,0.9998527952713325
2,164,0.9997823433387221
2,204,0.9999097016014377
2,205,0.9999158012389745
2,206,0.9998727232237232
2,208,0.9998967571081834
2,213,0.9999496065519288
2,215,0.9998753729971942
2,217,0.9999427665080157
2,219,0.9999225926123371
2,226,0.9999009348831093
2,232,0.9998044681324296
2,233,0.9998589655795534
2,235,0.9998080969926444
2,237,0.9997802768921878
2,245,0.9999711378175142
2,249,0.999901801454134
2,265,0.9999548985998565
2,277,0.9999827812000766
2,287,0.9999655439405543
2,293,0.9999550176609011
2,301,0.9998264340188698
2,303,0.9999363409752067
2,306,0.9997789802188196
2,311,0.9999697589456378
2,313,0.9998128272485827
2,315,0.9999287935276228
2,366,0.9999020563511395
2,377,0.9998001668185162
2,380,0.9998800004235053
2,381,0.9998628609551564
2,389,0.9999362763901721
2,390,0.9999499228406331
2,396,0.9998075604786104
2,405,0.9998484882682556
2,408,0.9999001653440476
2,412,0.9999459181992542
2,414,0.9997907305296664
2,417,0.9997785535333941
2,419,0.9999165846536219
2,422,0.9999752215623282
2,428,0.9998709739532484
2,429,0.9998593499704687
2,431,0.9997589814358142
2,438,0.9999408353959361
2,444,0.999829474605265
2,448,0.9997756732486343
2,455,0.9999600260490336
2,462,0.9999557938166769
2,475,0.9999108268937085
2,478,0.9999244581606945
2,480,0.9999433164272575
2,484,0.9999056676803179
2,488,0.9999504540931976
2,489,0.9998187849393961
2,492,0.9999140905212986
2,494,0.9998863235472969
2,497,0.9997688107311856
2,498,0.9997967624436234
2,511,0.9997802357438683
2,513,0.9998502537739142
2,516,0.9999522022059139
2,517,0.9998761731168835
2,519,0.9999720237533499
2,520,0.9998635618483134
2,543,0.9999333058851223
2,568,0.99991995986259
2,569,0.9998855258552017
2,579,0.9998633629645506
2,582,0.9999798952104476
2,590,0.9999447104038406
2,595,0.9998047294533129
2,610,0.9998029370772893
2,614,0.9999588997725789
2,616,0.9998106394098758
2,633,0.9998291008612322
2,640,0.9999171815110897
2,643,0.9999244081834763
2,647,0.9997718430745175
2,649,0.9998757292352997
2,652,0.9998037047936631
2,653,0.999816237601947
2,656,0.9999794913557509
2,659,0.999957611264447
2,662,0.9999763935074786
2,666,0.9999165490538428
2,670,0.9999398339839888
2,671,0.9999469464601388
2,686,0.9999640729946195
2,688,0.9998553822831946
2,702,0.999776426994256
2,704,0.9999269937016277
2,714,0.999865931511713
2,726,0.9999680120554618
2,731,0.9999003642009014
2,735,0.9998092950894799
2,756,0.9999459176623758
2,763,0.99989699529934
2,771,0.99985719014477
2,775,0.9998851785568343
2,778,0.9998744842059991
2,780,0.9999602056060386
2,804,0.9997836904792499
2,818,0.999898218719092
2,824,0.9998750290887228
2,826,0.9998314951911226
2,832,0.9999054285576899
2,833,0.9998357907984553
2,834,0.999857891070249
2,836,0.999960236636882
2,837,0.9998424131269623
2,844,0.999907774352007
2,846,0.9999449222050071
2,851,0.9999072845101687
2,866,0.9997746700178379
2,867,0.9998738904238529
2,869,0.9999552356440454
2,873,0.9998353063979794
2,876,0.9998492664609075
2,880,0.9999497234581224
2,881,0.9997906609142105
2,890,0.9998165179646354
2,903,0.9999270135447358
2,905,0.9999257368167327
2,906,0.9999770414979066
2,907,0.9999458276720061
2,910,0.9998979754587566
2,913,0.9998793873368521
2,914,0.9998376175838747
2,916,0.9999179055943745
2,917,0.9998793873368521
2,929,0.999839322894846
2,934,0.999931327838863
2,941,0.9998548967289781
2,959,0.9999842658824608
2,961,0.9999362763901721
2,965,0.9998394321340619
2,969,0.9998494845443477
2,970,0.999808094914595
2,977,0.9998646682462453
2,981,0.9997931468330691
2,991,0.9997615809405127
2,1002,0.9999730715194458
2,1007,0.9998602718625235
2,1010,0.999776544689807
2,1011,0.9998802277788646
2,1017,0.9999050156925676
2,1021,0.9998658974888777
2,1023,0.9998303417884776
2,1026,0.999833453809782
2,1032,0.9998934134498739
2,1047,0.9998278363566845
2,1052,0.9999436996739348
2,1053,0.9999687781985411
2,1054,0.9999149920497433
2,1059,0.9997742835840473
2,1089,0.9997609455771288
2,1100,0.9998019471955163
2,1109,0.999900853096355
2,1125,0.9998267023358273
2,1131,0.9998919714523254
2,1146,0.9999045619764428
2,1150,0.999891350318115
2,1152,0.9998314369525824
2,1155,0.9998802249874825
2,1156,0.9997821755105362
2,1157,0.9999010668186135
2,1159,0.9998188613204394
2,1165,0.999943235392546
2,1166,0.9999097526439454
2,1182,0.9997886957345107
3,159,0.9998033805150963
3,597,0.9999053021108512
3,698,0.9997692974383384
3,850,0.9999015787930379
3,985,0.9999433384450485
3,1045,0.9997681319993561
4,32,0.9999116797769657
4,72,0.9998196272498708
4,155,0.9998962642599812
4,169,0.9998026860540196
4,201,0.9998809448190841
4,267,0.9999579324701388
4,274,0.9998196515229891
4,330,0.9999088895647639
4,342,0.9998649361551132
4,482,0.9998650071720057
4,510,0.9997609869448524
4,515,0.9998228515427003
4,551,0.9998925810582405
4,552,0.9998241408334635
4,574,0.9997578610169762
4,578,0.9998036471773051
4,611,0.9998124604122465
4,627,0.999927192816378
4,695,0.9998880525872558
4,707,0.9998657301866113
4,984,0.9998498369567876
4,1001,0.9998162966796408
4,1006,0.9998582808472105
4,1048,0.9997557817620194
4,1107,0.9998311380666817
4,1137,0.9997698775787281
4,1140,0.9999336021535825
4,1170,0.9997969511220844
4,1179,0.9998233838849515
5,35,0.9999280534253172
5,68,0.9998141593015741
5,118,0.9998416188322972
5,184,0.999925930055141
5,218,0.9999414181564463
5,238,0.9997876097234564
5,244,0.9998165682661329
5,246,0.9999785564635211
5,282,0.999864611023536
5,308,0.9997849684854478
5,310,0.9998740909676448
5,312,0.9999186648603321
5,360,0.9998007124934188
5,367,0.9999586235479481
5,383,0.9998619651312741
5,413,0.9998819984450595
5,421,0.9998814588786117
5,447,0.9997891789227354
5,472,0.9997815817106872
5,485,0.9998612619903594
5,486,0.9998518700113878
5,490,0.9998296089317221
5,530,0.9998513508277589
5,531,0.999941793954823
5,537,0.9998414337413264
5,561,0.999800028798922
5,566,0.9998073109239674
5,583,0.9999427388824662
5,585,0.999883311342408
5,586,0.9998657911915656
5,587,0.9998712213426756
5,588,0.9998705223981907
5,606,0.9998774846469967
5,619,0.999805007936521
5,639,0.9999745544128013
5,660,0.9998565929074928
5,679,0.9998424818954285
5,732,0.9998605836069332
5,739,0.9999573651670031
5,762,0.9997856394343176
5,764,0.9997888419395178
5,767,0.9997873818942127
5,772,0.9997891207573504
5,839,0.9997999597655255
5,852,0.9998216139346106
5,884,0.9998561643748537
5,939,0.9998309891801243
5,950,0.9999293275034964
5,963,0.9999682973440682
5,994,0.9997639732941562
5,1018,0.9998522404080581
5,1081,0.9999149316021015
5,1082,0.9999805697001943
5,1128,0.9998597881850648
5,1163,0.999870698820844
6,207,0.9997857970949818
6,470,0.9998207473953268
6,527,0.9999083426950424
6,625,0.9997868301001617
6,1095,0.9998269214739949
6,1175,0.9999339718218805
7,58,0.9999413316844086
7,64,0.9998087317356987
7,66,0.9999382052748973
7,87,0.999945763102305
7,92,0.999808815306218
7,113,0.999947914949171
7,124,0.9999084629067618
7,125,0.9997734137687148
7,130,0.9998951739262468
7,145,0.9999068782622254
7,156,0.9999299428943151
7,158,0.9998439550206517
7,160,0.9997861853532481
7,194,0.9997900266953839
7,203,0.999800781283937
7,220,0.9999575182118263
7,256,0.9999743897420862
7,298,0.999879008446727
7,318,0.9998614584931117
7,324,0.9998671393150311
7,338,0.9998316110874739
7,349,0.9997685031535246
7,353,0.9999374432847604
7,450,0.9998767988750986
7,481,0.9999552658150769
7,509,0.9997826833913847
7,525,0.9999355830982253
7,563,0.9999504710839201
7,565,0.9997781641267114
7,574,0.9997886993132481
7,577,0.9998087496456154
7,580,0.9997713074576636
7,621,0.9999452531747189
7,658,0.9997556018479029
7,692,0.9998294731707829
7,697,0.9998864591001633
7,705,0.9999326725704839
7,716,0.9997602427370204
7,741,0.9998301277459583
7,788,0.9998606058112219
7,807,0.9998693813143177
7,814,0.9997920047785507
7,817,0.9997891518145875
7,860,0.9998975835382657
7,877,0.9998858975861344
7,904,0.999928644488133
7,943,0.9999827323515271
7,960,0.9999295164237848
7,1004,0.9999135282778511
7,1013,0.999920225372301
7,1033,0.9998810504111008
7,1077,0.999878344216132
7,1080,0.9998643046488844
7,1086,0.9999183717143956
7,1091,0.9999753658383549
7,1098,0.999783907877829
7,1106,0.999894216230728
7,1138,0.9998002067899983
7,1144,0.9999447006700491
7,1145,0.9999491451609809
7,1148,0.9999515657247458
7,1174,0.9998507487522059
7,1181,0.9998678985324296
8,132,0.9998601948178082
8,299,0.9997914164497067
8,323,0.9999295130067454
8,337,0.999876801015055
8,345,0.9998422068864576
8,560,0.9998021732491564
8,744,0.9998070979966559
8,759,0.9999683560624206
8,822,0.9998882976817203
8,856,0.9998755126177626
8,919,0.9998735074162184
8,993,0.9998251002560856
8,1050,0.999896263808269
8,1164,0.9999330641979401
8,1167,0.9999330641979401
9,20,0.9998596123497259
9,22,0.9998074673937043
9,29,0.9998603817780574
9,36,0.9998596123497259
9,38,0.9998074673937043
9,42,0.9998490212438755
9,43,0.9999554222269772
9,65,0.9999652727080004
9,69,0.9997967523641668
9,75,0.9999630437862698
9,97,0.9999848296749952
9,117,0.99987313338133
9,165,0.9998711788446875
9,185,0.9999449961824857
9,187,0.9998950081574483
9,205,0.9998921846923512
9,214,0.9999679637044094
9,217,0.9998454607131796
9,221,0.9998610455880782
9,224,0.9999280239630097
9,225,0.9999278814986606
9,235,0.9999170820671608
9,248,0.9999412448634579
9,265,0.9998199182288103
9,266,0.9998026587046723
9,277,0.9997566254146477
9,280,0.9999823212280716
9,281,0.9998900562075242
9,285,0.9999500927931648
9,288,0.9998299435199709
9,289,0.9999325140788923
9,294,0.9999754975062392
9,295,0.9997683358720258
9,300,0.9998330320726388
9,301,0.9997715366117842
9,302,0.9999388808527947
9,309,0.9999391203103895
9,313,0.9999585028362427
9,317,0.9998025617173352
9,322,0.9998175864945865
9,325,0.9998175864945865
9,327,0.9999508391069322
9,339,0.9997868062616099
9,346,0.9999319118007934
9,358,0.9999214102594255
9,361,0.9999251016313645
9,362,0.9998501202237012
9,363,0.9999821566928988
9,366,0.9999186860171112
9,373,0.9997707700545693
9,380,0.9998394421508213
9,389,0.9998596123497259
9,390,0.9998074673937043
9,399,0.9998566377223179
9,400,0.9998416795350985
9,405,0.9999142354019018
9,409,0.9997605120121328
9,410,0.9998561271575057
9,417,0.9998079468739868
9,422,0.9997702664026352
9,425,0.999887190131656
9,426,0.9999371554633525
9,429,0.9998550779985863
9,433,0.9997751665195551
9,436,0.9997631562598803
9,439,0.9999447182869912
9,442,0.9997896422186556
9,469,0.9998610539424867
9,471,0.9999784770002796
9,487,0.999972881570173
9,494,0.9999091230146088
9,495,0.9999186597743703
9,496,0.9999713512943874
9,497,0.9999654143389185
9,514,0.9998453630893122
9,523,0.9999364315114954
9,528,0.9998353405845706
9,534,0.9997851820723318
9,536,0.9997806248366871
9,538,0.9999646162518239
9,544,0.9999091966523626
9,546,0.9999234354439515
9,549,0.9998828994139072
9,555,0.9998290623673138
9,558,0.999786260550331
9,569,0.9998366504046259
9,601,0.9998188892620804
9,617,0.999867266760186
9,633,0.9998081297629422
9,634,0.999858730597769
9,645,0.9998757410294751
9,652,0.9999716167922073
9,661,0.9999603253235227
9,670,0.9997925564601841
9,671,0.9997697870327386
9,674,0.9997585004113798
9,677,0.9998528160734313
9,683,0.9998582140282001
9,684,0.9998602833315221
9,687,0.9998321075444471
9,688,0.9999465609481486
9,718,0.9998017965292703
9,719,0.9998644140112569
9,722,0.9997869971133542
9,723,0.9999959224358336
9,728,0.9998186673273102
9,731,0.9997687123737191
9,734,0.9998433989463998
9,740,0.9999817266169055
9,742,0.9999383558146219
9,761,0.9998931031663876
9,763,0.9997602126097086
9,765,0.9998663170236066
9,769,0.9997928085906926
9,770,0.9999632865230097
9,774,0.9998979736630287
9,775,0.9999006129972919
9,824,0.9998080454884829
9,826,0.9999606942480007
9,827,0.9998776749714118
9,831,0.9998512467047068
9,832,0.9999183018030137
9,837,0.9997960292959932
9,844,0.9998288412477093
9,872,0.9998361914714514
9,878,0.9998242528513258
9,880,0.9998025052269668
9,883,0.9999755095583567
9,888,0.999854534202418
9,908,0.9999737236455869
9,913,0.9998999614986425
9,914,0.9999373226715083
9,915,0.9999096594758821
9,917,0.9998999614986425
9,923,0.9998111355929614
9,928,0.9999555055331171
9,941,0.9999004140608497
9,945,0.9998016519976537
9,946,0.9998479439030686
9,953,0.9998630137028999
9,961,0.9998596123497259
9,965,0.9999600114358631
9,969,0.9999379256207968
9,971,0.9997731718081783
9,975,0.9999724726414067
9,977,0.9998780257660582
9,995,0.9999555847915413
9,999,0.9997963849396938
9,1009,0.9999634786126351
9,1011,0.9999367897754107
9,1028,0.9999340190081928
9,1029,0.9998578696478897
9,1031,0.9997607441423189
9,1054,0.9998560087268534
9,1056,0.999835671313663
9,1057,0.9999271534442966
9,1060,0.9998618703307348
9,1061,0.9998574911975944
9,1088,0.9998568314917393
9,1092,0.9999671431558507
9,1097,0.9999454122062491
9,1113,0.9998766880589122
9,1115,0.9999278762847743
9,1121,0.9998628563351757
9,1125,0.9997656610597766
9,1130,0.9998861069550606
9,1139,0.9998850402274534
9,1142,0.9999464613852431
9,1146,0.9998526335136876
9,1149,0.9998172087297752
9,1150,0.9998739140377925
9,1155,0.9999243011826529
9,1182,0.9999578855117459
9,1185,0.9997939255958617
9,1186,0.9998783003034233
11,12,0.9998894491498903
11,23,0.9999528050141149
11,25,0.9999302014442409
11,28,0.9999126675658535
11,30,0.9998260217748781
11,50,0.9997934158017727
11,76,0.9999641297384076
11,81,0.9998318333694484
11,84,0.9999836245227052
11,86,0.9998478043160364
11,88,0.9998844951411409
11,90,0.9999215966503207
11,96,0.9998726661888725
11,105,0.999905654641925
11,111,0.9998908176793259
11,114,0.9998379844687633
11,121,0.9998495275776088
11,140,0.999889182856746
11,143,0.9998560742465132
11,150,0.9998663179585494
11,151,0.9999864446774966
